,image,xmin,ymin,xmax,ymax
380,0a00c8c5.jpg,14,30,1050,407
381,0a0b2a01.jpg,4,150,1050,437
382,0a0bc259.jpg,26,168,890,358
383,0a14e622.jpg,16,20,885,309
384,0a22ee49.jpg,93,47,210,92
385,0a254aa7.jpg,1,13,1050,386
386,0a29c0d2.jpg,4,10,1050,268
387,0a341eef.jpg,6,3,1050,404
388,0a342e77.jpg,16,18,817,158
389,0a3b0493.jpg,18,67,860,313
390,0a3b5971.jpg,7,37,777,546
391,0a3dbc55.jpg,1,3,996,281
392,0a4e0385.jpg,156,12,437,288
393,0a5c0f48.jpg,6,108,1026,502
394,0a60ed9d.jpg,7,31,679,281
395,0a68446c.jpg,121,35,831,542
396,0a698a67.jpg,3,23,258,80
397,0a6be385.jpg,30,21,1048,436
398,0a70aa2d.jpg,11,1,1040,318
399,0a81a170.jpg,4,67,975,378
400,0a904007.jpg,98,21,512,640
401,0a96b20e.jpg,6,28,1040,390
402,0a96d8c0.jpg,7,36,571,187
403,0aa416d8.jpg,12,17,909,271
404,0aa7b03e.jpg,3,6,1050,246
405,0ab00a28.jpg,46,186,974,402
406,0acce63b.jpg,6,102,1048,410
407,0ada5fa1.jpg,6,18,836,254
408,0ae14ed7.jpg,38,94,952,455
409,0ae69f1e.jpg,13,22,421,457
410,0ae90da3.jpg,50,130,978,416
411,0aed1250.jpg,21,75,902,556
412,0aef7efd.jpg,43,162,759,303
413,0afa74a8.jpg,16,33,1014,353
414,0b0138cb.jpg,18,49,1026,528
415,0b101019.jpg,1,6,919,163
416,0b142906.jpg,13,20,872,390
417,0b17a3bc.jpg,4,110,956,417
418,0b1d25f5.jpg,101,198,984,442
419,0b1e39ff.jpg,101,225,970,480
420,0b23f8c1.jpg,13,7,1044,203
421,0b255c73.jpg,43,59,1034,399
422,0b31b634.jpg,18,44,1046,355
423,0b32e254.jpg,6,3,949,159
424,0b352859.jpg,146,139,927,469
425,0b43e675.jpg,31,9,1050,263
426,0b4694ad.jpg,7,7,688,202
427,0b4e02f3.jpg,16,11,1038,299
428,0b635230.jpg,30,103,1024,429
429,0b673ec4.jpg,9,42,585,297
430,0b6f6990.jpg,6,2,1050,364
431,0b708127.jpg,41,162,1023,342
432,0b7b7f00.jpg,23,121,1038,304
433,0b7dbf66.jpg,26,1,1041,202
434,0ba015bb.jpg,18,75,1048,375
435,0ba20dd3.jpg,90,130,961,599
436,0ba82fe7.jpg,23,13,1050,231
437,0ba97567.jpg,1,1,631,199
438,0bab8224.jpg,10,1,1050,195
439,0bad785d.jpg,27,96,1023,494
440,0baeeb07.jpg,23,8,1031,283
441,0baf0dcb.jpg,4,5,1048,352
442,0bc1562c.jpg,16,27,649,213
443,0bc17b0e.jpg,3,8,1033,396
444,0bc48856.jpg,10,14,1046,329
445,0bc914f7.jpg,53,50,1050,435
446,0bcd5dea.jpg,23,15,609,170
447,0bd0a563.jpg,16,78,841,361
448,0bd8ff0b.jpg,7,12,1050,463
449,0bde3564.jpg,78,22,634,395
450,0be30752.jpg,6,11,1037,414
451,0beb8899.jpg,10,6,1050,256
452,0c09bf79.jpg,14,7,1050,386
453,0c0f34f2.jpg,26,1,593,229
454,0c1155bb.jpg,30,52,986,381
455,0c11fa0c.jpg,23,75,1023,579
456,0c222bc2.jpg,18,13,1048,281
457,0c290363.jpg,1,7,1050,227
458,0c35fcb4.jpg,20,39,593,377
459,0c38a6b4.jpg,16,11,1036,340
460,0c4f7a83.jpg,11,3,1050,305
461,0c61dbc6.jpg,3,2,688,231
462,0c64ae81.jpg,17,115,676,245
463,0c6542fe.jpg,5,4,858,230
464,0c6aea15.jpg,9,26,830,252
465,0c6c9b3c.jpg,87,83,995,491
466,0c6eb67b.jpg,29,151,954,399
467,0c7e35b0.jpg,13,1,1044,256
468,0c814951.jpg,12,16,618,211
469,0c85c12f.jpg,98,86,976,467
470,0c86b603.jpg,11,10,841,254
471,0c88a7aa.jpg,118,15,822,356
472,0c8983f3.jpg,38,120,994,489
473,0c8baedc.jpg,11,18,1043,371
474,0c8def46.jpg,44,118,622,281
475,0ca67fe7.jpg,9,5,976,283
476,0caa3541.jpg,4,5,1050,269
477,0cac8109.jpg,9,60,685,351
478,0cc88b7c.jpg,7,18,228,79
479,0cca82c9.jpg,8,3,827,308
480,0ccdded0.jpg,7,212,1050,473
481,0ccf9364.jpg,3,5,592,220
482,0cd6cc7b.jpg,2,47,700,324
483,0cdc3e24.jpg,7,11,1036,281
484,0ceba3ce.jpg,7,5,1050,270
485,0cef66af.jpg,11,19,499,197
486,0cf59b47.jpg,61,147,980,476
487,0cf7c91e.jpg,10,3,1036,340
488,0d06e4da.jpg,4,3,1047,400
489,0d0840cf.jpg,23,58,674,294
490,0d10afed.jpg,13,41,754,208
491,0d10de68.jpg,13,95,1030,461
492,0d17373d.jpg,27,108,997,335
493,0d20a02f.jpg,6,5,1047,280
494,0d2110ff.jpg,61,40,1006,463
495,0d21dc39.jpg,23,102,1018,369
496,0d26960d.jpg,8,88,1044,391
497,0d32dfc5.jpg,30,80,1000,304
498,0d45d434.jpg,2,11,1036,347
499,0d4804fe.jpg,11,15,1050,257
500,0d4e8a7e.jpg,7,12,1050,566
501,0d614401.jpg,446,559,674,641
502,0d62e654.jpg,8,32,829,366
503,0d6978c3.jpg,24,63,928,463
504,0d6e8874.jpg,58,86,1004,466
505,0d726185.jpg,14,13,1027,397
506,0d8cb5d6.jpg,5,46,890,341
507,0dab2960.jpg,12,23,975,262
508,0dacddec.jpg,1,2,1043,316
509,0db4410f.jpg,13,27,1047,211
510,0dbbc244.jpg,34,112,1034,527
511,0dc4a773.jpg,1,60,1028,494
512,0dd07e82.jpg,24,128,865,363
513,0dd0edf4.jpg,7,4,1050,349
514,0dd507d3.jpg,4,3,997,346
515,0dd5c3ed.jpg,3,8,973,404
516,0df64f08.jpg,16,169,1031,450
517,0df85a56.jpg,11,37,1037,325
518,0df89aea.jpg,13,9,821,418
519,0dfa5cd6.jpg,73,154,690,367
520,0e073d29.jpg,16,43,1030,506
521,0e137419.jpg,2,16,680,172
522,0e13c663.jpg,130,177,897,480
523,0e241828.jpg,7,4,1038,369
524,0e2477a6.jpg,19,104,1035,475
525,0e24fbcc.jpg,13,127,999,437
526,0e267188.jpg,2,19,1042,367
527,0e2bee83.jpg,85,175,746,379
528,0e317827.jpg,3,9,563,237
529,0e400a28.jpg,10,2,1041,307
530,0e46bc37.jpg,5,4,889,360
531,0e5996a4.jpg,45,158,1023,363
532,0e5b550e.jpg,26,20,1038,222
533,0e672fdd.jpg,24,257,817,436
534,0e6ac93b.jpg,7,6,822,160
535,0e6c8888.jpg,23,148,1030,374
536,0e74c12b.jpg,7,12,1035,326
537,0e87967f.jpg,24,136,1030,411
538,0e891ec9.jpg,282,264,723,422
539,0e8c8c34.jpg,37,167,977,480
540,0e8ce258.jpg,19,197,1037,463
541,0e923527.jpg,14,12,1037,324
542,0e9ccb74.jpg,194,11,959,543
543,0e9ed45b.jpg,7,136,1010,367
544,0ea56c4c.jpg,10,86,1040,417
545,0ebcc0a9.jpg,91,85,951,397
546,0ec24624.jpg,35,134,1017,396
547,0ec2e3e8.jpg,10,12,1014,278
548,0ec4d882.jpg,14,113,594,248
549,0edaba42.jpg,25,19,970,345
550,0ee2d16d.jpg,3,7,1047,308
551,0ef0f16e.jpg,7,8,821,269
552,0eff71ec.jpg,7,2,1037,192
553,0f0d3839.jpg,19,179,1023,448
554,0f257eb1.jpg,117,5,700,291
555,0f399c2a.jpg,3,7,1050,186
556,0f51444d.jpg,33,2,1026,249
557,0f528eb1.jpg,72,69,993,314
558,0f550bb8.jpg,33,128,975,443
559,0f572518.jpg,18,26,1001,257
560,0f611096.jpg,17,22,1020,313
561,0f6f6880.jpg,1,5,689,283
562,0f776f50.jpg,44,183,942,416
563,0f8136f0.jpg,5,122,691,295
564,0f83217e.jpg,49,160,994,477
565,0f86a67d.jpg,19,8,837,419
566,0f93f54c.jpg,44,3,1016,426
567,0fa288cf.jpg,49,174,1010,365
568,0fa2da8f.jpg,15,22,1029,453
569,0fb2525d.jpg,10,16,1040,413
570,0fb4c4dd.jpg,31,567,619,700
571,0fb6482b.jpg,37,221,1007,381
572,0fb7d824.jpg,1,8,1050,289
573,0fbba784.jpg,3,155,1050,428
574,0fc49194.jpg,33,129,850,391
575,0fc584fc.jpg,12,65,1033,345
576,0fc63e94.jpg,1,4,1040,269
577,0fcbbfeb.jpg,2,5,1044,317
578,0fd95216.jpg,23,143,1033,482
579,0fe8cd19.jpg,5,56,635,224
580,0fe96da7.jpg,38,211,1017,432
581,0ffa7cf0.jpg,121,220,942,399
582,0ffbb51e.jpg,12,199,1033,394
583,10022bd2.jpg,12,101,1042,312
584,101fb476.jpg,24,149,984,555
585,10350c3e.jpg,66,164,989,531
586,103529b2.jpg,7,51,905,428
587,103b8cfa.jpg,1,14,697,281
588,103c3a62.jpg,6,15,673,213
589,103f7855.jpg,43,17,635,301
590,104713f3.jpg,51,178,1002,348
591,104ef864.jpg,12,18,660,185
592,1050edfc.jpg,24,5,588,245
593,10554174.jpg,13,123,838,339
594,106d0a10.jpg,7,181,1019,460
595,1070540a.jpg,5,6,1050,467
596,1073359b.jpg,286,209,817,435
597,1076222e.jpg,7,115,1017,555
598,107a4c8c.jpg,3,5,1050,236
599,d2ef8e79.jpg,107,33,973,477
600,66c875ce.jpg,9,5,1071,458
601,749555be.jpg,1,-1,1105,300
602,8a02ac88.jpg,-4,0,1111,469
603,6312252d.jpg,15,16,1078,368
604,824b2725.jpg,18,37,1046,393
605,9066dda7.jpg,44,132,887,417
606,736c9b9b.jpg,193,86,865,475
607,c2925409.jpg,-1,0,1079,506
608,50447d66.jpg,48,178,1025,444
609,a93b4f44.jpg,42,178,1018,426
610,56f9775c.jpg,14,95,722,261
611,dbb5875a.jpg,61,24,1064,424
612,af227eb5.jpg,33,42,571,210
613,b57f01fe.jpg,22,170,1016,430
614,a44e81e7.jpg,11,2,786,288
615,7cf9e593.jpg,6,7,1105,378
616,2119c8b2.jpg,52,148,1006,388
617,cef9cdfd.jpg,32,136,1050,458
618,1abda109.jpg,31,100,1067,636
619,d3dc6abc.jpg,-9,0,1091,519
620,86fbb456.jpg,20,122,1048,453
621,4cf45538.jpg,2,0,1056,307
622,582c79a2.jpg,25,17,763,482
623,3ce7d968.jpg,4,1,1058,484
624,3d21fa85.jpg,188,153,934,636
625,e69adebc.jpg,0,-1,1047,314
626,3795f897.jpg,11,30,683,370
627,918c922e.jpg,14,15,1084,182
628,b8c17d84.jpg,209,223,833,431
629,5a4096b5.jpg,240,241,851,486
630,16545c83.jpg,118,68,1027,469
631,a15de001.jpg,299,164,801,427
632,ea17d342.jpg,19,90,1063,489
633,91f3f3bc.jpg,21,71,627,267
634,e9530740.jpg,19,152,1048,491
635,98762788.jpg,0,4,1115,360
636,5cddbb90.jpg,7,10,777,397
637,c2c40bcd.jpg,234,93,842,454
638,aefd69bd.jpg,245,268,888,469
639,cceabba4.jpg,0,0,1093,308
640,3f4cf803.jpg,0,13,1125,291
641,23842f84.jpg,7,137,1105,489
642,bd5f8c8b.jpg,34,118,1026,484
643,c0b7f3ab.jpg,-4,-3,1098,442
644,af1a5475.jpg,19,49,697,368
645,f10f9df1.jpg,31,97,871,370
646,4436a6a1.jpg,7,55,634,274
647,c975ebd0.jpg,24,130,1009,484
648,71c6393a.jpg,38,102,1049,548
649,9e95ac37.jpg,7,39,488,154
650,74bb881c.jpg,17,15,1050,243
651,6a6d9ec8.jpg,13,138,1074,448
652,c912ac66.jpg,234,48,817,540
653,357a2cb7.jpg,38,146,1057,467
654,d8485b38.jpg,-3,6,1083,292
655,8aea21b2.jpg,222,219,887,458
656,b445f714.jpg,22,36,548,192
657,72cd00be.jpg,3,5,1080,275
658,23f9ba33.jpg,-1,0,1108,428
659,3e51dfd8.jpg,39,155,1010,428
660,91bd33e0.jpg,28,37,754,397
661,66e24bcb.jpg,-2,10,1079,360
662,c7996a54.jpg,4,10,1079,386
663,de8d631f.jpg,225,236,876,493
664,69c792a7.jpg,124,-2,991,450
665,1a91c63c.jpg,-2,1,1089,246
666,d8e7d320.jpg,16,47,1060,393
667,b2288bfd.jpg,38,95,878,366
668,5d6849ba.jpg,-3,-2,1086,337
